# Image list with two lines of data per image:
# IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME

16 0.024685222655534744 0.05946912243962288 -0.9216752648353577 -0.38258177042007446 -2.294374704360962 17.70553207397461 -17.5 1 test_015.png

17 0.35907623171806335 0.8326389789581299 0.38716769218444824 0.16696636378765106 14.016247749328613 -11.812908172607422 -17.0 1 test_016.png

18 0.294566810131073 0.6587026715278625 -0.6320263147354126 -0.28263741731643677 -18.765602111816406 -0.7760165333747864 -16.5 1 test_017.png

19 0.16124500334262848 0.3482958972454071 0.8379688262939453 0.38794106245040894 13.616168022155762 13.549905776977539 -16.0 1 test_018.png

20 0.4315645098686218 0.901786208152771 -0.020838525146245956 -0.009972617030143738 -0.9060472846031189 -19.59410858154297 -15.5 1 test_019.png

21 0.15093229711055756 0.30549556016921997 -0.8428945541381836 -0.4164380729198456 -12.814183235168457 15.355673789978027 -15.0 1 test_020.png

22 0.34171420335769653 0.6707494258880615 0.5865453481674194 0.2988162636756897 20.183536529541016 -2.7156662940979004 -14.5 1 test_021.png

23 0.4118514955043793 0.784821093082428 -0.41004011034965515 -0.2151772677898407 -17.001876831054688 -11.829463005065918 -14.0 1 test_022.png

24 0.05246683210134506 0.0971539169549942 0.8745115399360657 0.4722689092159271 4.618244647979736 20.528560638427734 -13.5 1 test_023.png

25 0.46911391615867615 0.8448405861854553 0.22490257024765015 0.12488145381212234 10.616878509521484 -18.527868270874023 -13.0 1 test_024.png

26 0.29232868552207947 0.5124220252037048 -0.701343834400177 -0.4001055061817169 -20.62640380859375 6.580385208129883 -12.5 1 test_025.png

27 0.2722979784011841 0.4649113714694977 0.7269355058670044 0.42576518654823303 19.909414291381836 9.198654174804688 -12.0 1 test_026.png

28 0.5049994587898254 0.8403642773628235 -0.1687576174736023 -0.1014113798737526 -8.56977367401123 -20.477035522460938 -11.5 1 test_027.png

29 -0.09011463075876236 -0.14624489843845367 0.8386969566345215 0.5167971253395081 -7.5982346534729 21.125028610229492 -11.0 1 test_028.png

30 0.4570181369781494 0.7237055897712708 0.4372120797634125 0.27609822154045105 20.083269119262695 -10.555203437805176 -10.5 1 test_029.png

31 0.43022552132606506 0.6650947332382202 -0.5124964714050293 -0.33151525259017944 -22.15606689453125 -5.840268135070801 -10.0 1 test_030.png

32 0.1556287705898285 0.23498128354549408 0.7999264001846313 0.5297936201095581 12.50669002532959 19.450777053833008 -9.5 1 test_031.png

33 0.5590502619743347 0.8247657418251038 0.07035613059997559 0.04768942669034004 3.9504971504211426 -22.986812591552734 -9.0 1 test_032.png

34 0.250893771648407 0.3618021309375763 -0.7378163933753967 -0.5116429328918457 -18.58805274963379 14.395633697509766 -8.5 1 test_033.png

35 0.3918006420135498 0.5524578094482422 0.6001206636428833 0.42560288310050964 23.604568481445312 1.9555902481079102 -8.0 1 test_034.png

36 0.5465830564498901 0.7538430094718933 -0.2952135503292084 -0.2140481173992157 -16.195011138916016 -17.506332397460938 -7.5 1 test_035.png

37 -0.0014522101264446974 -0.0019597422797232866 -0.8034286499023438 -0.5953960418701172 0.11707865446805954 23.999713897705078 -7.0 1 test_036.png

38 0.5631831288337708 0.7437421679496765 0.28708115220069885 0.2173861712217331 16.219451904296875 -17.879579544067383 -6.5 1 test_037.png

39 0.41220247745513916 0.5328667163848877 -0.5845364332199097 -0.45217183232307434 -24.16575813293457 2.2396769523620605 -6.0 1 test_038.png

40 0.27565625309944153 0.34890326857566833 0.7028180360794067 0.5552719235420227 19.426090240478516 14.7437105178833 -5.5 1 test_039.png

41 0.6253620386123657 0.7751440405845642 -0.06993367522954941 -0.05642031505703926 -4.38418436050415 -24.099355697631836 -5.0 1 test_040.png

42 0.176212877035141 0.2139327973127365 -0.7416327595710754 -0.6108704209327698 -13.097658157348633 20.81348991394043 -4.5 1 test_041.png

43 0.5116841197013855 0.6085520386695862 0.46421292424201965 0.39032062888145447 23.800308227539062 -6.522677898406982 -4.0 1 test_042.png

44 0.5557788014411926 0.6476079821586609 -0.3955642282962799 -0.3394742012023926 -22.02310562133789 -11.301894187927246 -3.5 1 test_043.png

45 0.11634405702352524 0.13283708691596985 0.7404422760009766 0.6485087871551514 8.627622604370117 23.271530151367188 -3.0 1 test_044.png

46 0.6539754271507263 0.7317199110984802 0.14323033392429352 0.1280122548341751 9.378817558288574 -23.03883171081543 -2.5 1 test_045.png

47 0.3602758049964905 0.39505910873413086 -0.6244044899940491 -0.5694283843040466 -22.51898765563965 10.672168731689453 -2.0 1 test_046.png

48 0.404545396566391 0.43477609753608704 0.5890172123908997 0.5480615496635437 23.84727668762207 7.352370738983154 -1.5 1 test_047.png

49 0.6644442677497864 0.6999223232269287 -0.189985454082489 -0.18035542964935303 -12.63044261932373 -21.551610946655273 -1.0 1 test_048.png

50 0.07344283908605576 0.07583105564117432 -0.7143141627311707 -0.6918172240257263 -5.247759819030762 24.43790054321289 -0.5 1 test_049.png

51 0.62453293800354 0.6320722103118896 0.3263191878795624 0.32242685556411743 20.381175994873047 -14.477832794189453 1.53080855249657e-15 1 test_050.png

52 0.5321329832077026 0.5278921723365784 -0.4661858379840851 -0.4699309170246124 -24.803119659423828 -3.0911648273468018 0.5 1 test_051.png

53 0.2475806325674057 0.24073992669582367 0.6542465090751648 0.67283695936203 16.191268920898438 19.022167205810547 1.0 1 test_052.png

54 0.7237688899040222 0.6898017525672913 0.012573477812111378 0.013192620128393173 0.9094391465187073 -24.938383102416992 1.5 1 test_053.png

55 0.2771828770637512 0.2589181661605835 -0.6316099762916565 -0.6761655807495117 -17.49159812927246 17.74947738647461 2.0 1 test_054.png

56 0.5347105264663696 0.4895063638687134 0.46511706709861755 0.5080691576004028 24.842233657836914 -1.2702001333236694 2.5 1 test_055.png

57 0.6734221577644348 0.6041362285614014 -0.2845090329647064 -0.317138135433197 -19.133237838745117 -15.808834075927734 3.0 1 test_056.png

58 0.05201620236039162 0.04572476074099541 0.6586396098136902 0.7492645978927612 3.4204812049865723 24.516326904296875 3.5 1 test_057.png

59 0.7235386371612549 0.6231445670127869 0.1937878131866455 0.2250087708234787 13.995362281799316 -20.32559585571289 4.0 1 test_058.png

60 0.47601544857025146 0.40160953998565674 -0.5045134425163269 -0.5979843139648438 -23.965423583984375 5.514388084411621 4.5 1 test_059.png

61 0.38813886046409607 0.32074451446533203 0.5503665804862976 0.6660088896751404 21.31207847595215 12.07457160949707 5.0 1 test_060.png

62 0.7678043842315674 0.6213499903678894 -0.09826546907424927 -0.121427021920681 -7.525465965270996 -23.197357177734375 5.5 1 test_061.png

63 0.16642652451992035 0.13186737895011902 -0.60686856508255 -0.7659136652946472 -10.071503639221191 22.080869674682617 6.0 1 test_062.png

64 0.6588760018348694 0.5110387802124023 0.33831900358200073 0.43619033694267273 22.222972869873047 -9.428119659423828 6.5 1 test_063.png

65 0.6504830121994019 0.4937618374824524 -0.3489363491535187 -0.4596896469593048 -22.622962951660156 -8.012589454650879 7.0 1 test_064.png

66 0.19425001740455627 0.14426441490650177 0.5785127878189087 0.778959333896637 11.197896957397461 21.056047439575195 7.5 1 test_065.png

67 0.802605926990509 0.5830305814743042 0.0741066187620163 0.1020159125328064 5.925386428833008 -22.932287216186523 8.0 1 test_066.png

68 0.3888857662677765 0.2762254476547241 -0.5089579820632935 -0.7165396809577942 -19.713165283203125 12.811758041381836 8.5 1 test_067.png

69 0.5308971405029297 0.368598610162735 0.4351910650730133 0.6268109679222107 23.00581169128418 3.8383142948150635 9.0 1 test_068.png

70 0.7823755145072937 0.5307559967041016 -0.18293900787830353 -0.26966631412506104 -14.248321533203125 -18.213603973388672 9.5 1 test_069.png

71 0.03241170570254326 0.02147522196173668 -0.5519194602966309 -0.8329905271530151 -1.7803875207901 22.843603134155273 10.0 1 test_070.png

72 0.7701640129089355 0.4981701374053955 0.21634574234485626 0.33446744084358215 16.579181671142578 -15.488083839416504 10.5 1 test_071.png

73 0.5950403809547424 0.37556442618370056 -0.3792467415332794 -0.6008745431900024 -22.448875427246094 0.21903149783611298 11.0 1 test_072.png

74 0.3468320667743683 0.2134842574596405 0.47874218225479126 0.7777775526046753 16.513608932495117 14.834107398986816 11.5 1 test_073.png

75 0.8565065264701843 0.5138403177261353 -0.025016557425260544 -0.04169941321015358 -2.130460739135742 -21.82798957824707 12.0 1 test_074.png

76 0.27337270975112915 0.15974290668964386 -0.47856324911117554 -0.8189790844917297 -13.004826545715332 17.30966567993164 12.5 1 test_075.png

77 0.6687460541725159 0.3803539574146271 0.31583166122436523 0.5553016662597656 20.990436553955078 -3.924487352371216 13.0 1 test_076.png

78 0.7649712562561035 0.42314788699150085 -0.23502719402313232 -0.42488476634025574 -17.863323211669922 -11.119877815246582 13.5 1 test_077.png

79 0.11958331614732742 0.06427819281816483 0.4690719246864319 0.8726624250411987 5.571900367736816 19.948781967163086 14.0 1 test_078.png

80 0.862261950969696 0.4499509036540985 0.10755304247140884 0.20610888302326202 9.209784507751465 -18.163972854614258 14.5 1 test_079.png

81 0.5078070163726807 0.2569798529148102 -0.3712722361087799 -0.7336554527282715 -18.718595504760742 7.043734550476074 15.0 1 test_080.png

82 0.5029488205909729 0.24654093384742737 0.36462676525115967 0.7438463568687439 18.203237533569336 7.306995391845703 15.5 1 test_081.png

83 0.8810396194458008 0.4177883565425873 -0.09505976736545563 -0.2004636824131012 -8.311176300048828 -17.318323135375977 16.0 1 test_082.png

84 0.13324911892414093 0.061035461723804474 -0.4119485914707184 -0.899342954158783 -5.445931434631348 17.974756240844727 16.5 1 test_083.png

85 0.7947712540626526 0.35107138752937317 0.20003581047058105 0.4528501331806183 15.769157409667969 -9.345248222351074 17.0 1 test_084.png

86 0.7143768072128296 0.3037365674972534 -0.24666371941566467 -0.5801438689231873 -17.473722457885742 -3.6632015705108643 17.5 1 test_085.png

87 0.28352802991867065 0.11578301340341568 0.3598911464214325 0.8812970519065857 10.116119384765625 14.094826698303223 18.0 1 test_086.png

88 0.929611086845398 0.36370405554771423 0.021686140447854996 0.05542876943945885 1.9981306791305542 -16.69603157043457 18.5 1 test_087.png

89 0.39080309867858887 0.14606381952762604 -0.31817418336868286 -0.8512951731681824 -12.321324348449707 10.591740608215332 19.0 1 test_088.png

90 0.6555902361869812 0.23327581584453583 0.24075984954833984 0.6766229271888733 15.636691093444824 0.4938613176345825 19.5 1 test_089.png

91 0.8731739521026611 0.2945888042449951 -0.1241326630115509 -0.3679344952106476 -10.7351655960083 -10.476460456848145 20.0 1 test_090.png

92 0.02666054666042328 0.00848610419780016 0.3031879961490631 0.952519953250885 0.8003827333450317 14.286685943603516 20.5 1 test_091.png

93 0.9024679064750671 0.2693524658679962 0.09613922983407974 0.3221151828765869 8.588977813720703 -10.499022483825684 21.0 1 test_092.png

94 0.6307300925254822 0.17514173686504364 -0.2022678405046463 -0.7284179329872131 -12.626221656799316 1.8244280815124512 21.5 1 test_093.png

95 0.4528181850910187 0.11579105257987976 0.2190154790878296 0.8564930558204651 9.812854766845703 6.686394691467285 22.0 1 test_094.png

96 0.9675925970077515 0.22467541694641113 -0.02607051469385624 -0.11227590590715408 -2.4953548908233643 -10.607695579528809 22.5 1 test_095.png

97 0.2473078966140747 0.05109437555074692 -0.19577144086360931 -0.9475767612457275 -4.788184642791748 8.548291206359863 23.0 1 test_096.png

98 0.7977737188339233 0.1420023888349533 0.10269227623939514 0.5769286751747131 8.100181579589844 -2.671527147293091 23.5 1 test_097.png

99 0.8311617374420166 0.1201791763305664 -0.0776892751455307 -0.5373002290725708 -6.382880210876465 -2.8738203048706055 24.0 1 test_098.png

100 0.200629323720932 0.020408932119607925 0.09912289679050446 0.9744259715080261 1.9653129577636719 4.570289611816406 24.5 1 test_099.png

